2 2748 [93, 79, 363, 294, 265, 311, 92, 81, 314, 270, 322, 264]
5 2982 [230, 297, 93, 322, 245, 111, 233, 312, 359, 165, 248, 367]
4 3077 [352, 161, 284, 79, 327, 269, 333, 145, 314, 226, 321, 266]
1 2503 [236, 182, 325, 111, 113, 218, 94, 191, 263, 224, 181, 365]
3 2384 [110, 276, 101, 207, 202, 213, 70, 234, 288, 296, 305, 82]
6 2613 [96, 239, 123, 92, 273, 334, 314, 237, 323, 317, 150, 115]
7 2662 [170, 162, 300, 330, 173, 321, 254, 301, 138, 155, 280, 78]
9 2607 [100, 327, 95, 350, 327, 87, 348, 165, 146, 153, 153, 356]
8 3254 [154, 379, 251, 284, 148, 323, 355, 300, 249, 362, 207, 242]
10 2496 [230, 269, 115, 307, 75, 200, 283, 114, 226, 299, 185, 193]
11 2586 [111, 330, 338, 200, 341, 183, 206, 74, 295, 102, 79, 327]
12 2589 [124, 368, 144, 223, 123, 132, 349, 139, 366, 163, 257, 201]
13 2448 [187, 166, 342, 342, 197, 301, 194, 160, 106, 125, 254, 74]
14 2021 [259, 168, 186, 189, 108, 121, 115, 248, 149, 175, 165, 138]
16 2735 [210, 188, 75, 340, 364, 93, 300, 121, 335, 314, 125, 270]
15 2803 [142, 149, 339, 273, 264, 86, 233, 366, 277, 297, 134, 243]
17 2963 [342, 228, 187, 264, 267, 209, 279, 343, 322, 117, 132, 273]
18 2542 [199, 88, 285, 236, 172, 144, 306, 327, 194, 196, 288, 107]
19 2263 [199, 259, 70, 106, 314, 111, 234, 271, 269, 95, 164, 171]
20 2544 [261, 271, 156, 152, 323, 234, 295, 110, 157, 264, 72, 249]
21 2738 [70, 94, 249, 88, 91, 222, 358, 308, 271, 353, 325, 309]
22 2272 [89, 321, 87, 350, 136, 361, 221, 202, 185, 95, 151, 74]
24 2444 [143, 119, 208, 342, 121, 147, 202, 289, 135, 278, 280, 180]
23 2742 [380, 330, 380, 202, 74, 159, 179, 269, 99, 119, 366, 185]
25 2275 [135, 142, 273, 135, 315, 79, 359, 80, 220, 78, 260, 199]
26 2547 [187, 354, 92, 132, 320, 183, 201, 236, 315, 259, 159, 109]
27 2262 [70, 107, 184, 132, 146, 350, 280, 370, 72, 100, 149, 302]
28 2228 [87, 256, 143, 248, 194, 109, 144, 307, 236, 202, 218, 84]
29 2723 [350, 314, 105, 186, 126, 229, 353, 239, 248, 121, 251, 201]
31 2648 [125, 181, 170, 111, 229, 282, 188, 281, 238, 306, 344, 193]
30 3079 [365, 170, 221, 344, 140, 283, 229, 368, 266, 315, 197, 181]
32 2670 [274, 93, 143, 202, 373, 155, 265, 204, 321, 340, 85, 215]
33 2296 [279, 74, 171, 244, 76, 330, 84, 208, 72, 331, 97, 330]
34 3069 [292, 177, 195, 349, 305, 270, 99, 328, 364, 373, 123, 194]
35 1995 [125, 98, 107, 194, 244, 191, 165, 119, 75, 252, 156, 269]
36 2648 [160, 377, 83, 303, 334, 286, 212, 95, 244, 211, 76, 267]
37 2346 [70, 156, 70, 334, 232, 220, 128, 263, 160, 374, 220, 119]
39 2897 [191, 93, 345, 127, 287, 80, 292, 256, 347, 332, 189, 358]
38 3007 [317, 238, 174, 340, 279, 126, 297, 340, 184, 302, 299, 111]
40 3144 [313, 330, 234, 111, 295, 325, 272, 90, 358, 83, 365, 368]
41 2753 [343, 352, 283, 243, 290, 150, 266, 241, 158, 120, 167, 140]
42 1998 [141, 255, 209, 153, 271, 135, 71, 203, 77, 104, 228, 151]
44 2795 [216, 357, 188, 371, 97, 198, 326, 297, 170, 136, 287, 152]
43 2967 [306, 89, 226, 231, 231, 335, 223, 189, 365, 309, 113, 350]
46 2785 [363, 352, 133, 230, 196, 364, 77, 81, 112, 377, 241, 259]
45 2852 [152, 378, 171, 126, 173, 354, 323, 353, 289, 117, 201, 215]
47 2729 [200, 306, 232, 137, 363, 376, 166, 349, 261, 77, 130, 132]
48 2229 [268, 161, 156, 89, 295, 220, 80, 265, 122, 272, 130, 171]
49 2832 [76, 324, 360, 134, 272, 287, 265, 280, 203, 247, 278, 106]
50 2955 [282, 196, 345, 360, 87, 208, 298, 354, 160, 118, 354, 193]
51 3097 [108, 241, 359, 356, 280, 220, 247, 304, 373, 167, 293, 149]
52 2281 [141, 169, 246, 244, 204, 230, 105, 242, 147, 262, 85, 206]
53 2960 [70, 237, 152, 219, 234, 189, 368, 315, 272, 253, 285, 366]
54 2862 [258, 343, 140, 313, 151, 217, 283, 94, 302, 206, 216, 339]
55 2942 [291, 74, 137, 367, 213, 125, 340, 314, 315, 370, 272, 124]
56 3157 [79, 103, 273, 280, 376, 323, 372, 140, 357, 362, 176, 316]
57 2865 [198, 184, 217, 120, 343, 361, 316, 167, 216, 250, 169, 324]
58 3206 [345, 244, 370, 255, 152, 287, 296, 255, 319, 161, 229, 293]
60 3083 [130, 254, 249, 289, 376, 322, 159, 121, 122, 351, 380, 330]
59 3193 [185, 336, 287, 311, 256, 83, 298, 304, 157, 297, 304, 375]
61 2887 [260, 231, 129, 371, 291, 266, 129, 264, 312, 230, 280, 124]
62 2957 [348, 204, 278, 88, 96, 220, 335, 374, 88, 297, 261, 368]
63 2689 [361, 210, 269, 124, 189, 266, 199, 157, 239, 85, 301, 289]
64 3583 [291, 332, 352, 257, 354, 349, 366, 134, 215, 353, 363, 217]
65 2717 [87, 124, 199, 311, 111, 171, 305, 250, 136, 376, 272, 375]
66 2885 [84, 261, 362, 305, 150, 111, 282, 356, 238, 254, 289, 193]
67 1807 [107, 89, 182, 107, 111, 139, 102, 70, 347, 80, 189, 284]
68 2767 [308, 352, 83, 264, 92, 231, 227, 263, 145, 225, 307, 270]
70 2963 [349, 105, 169, 380, 361, 249, 284, 119, 271, 260, 117, 299]
71 2603 [206, 245, 178, 218, 179, 206, 135, 88, 352, 246, 225, 325]
69 2476 [260, 133, 263, 78, 158, 316, 247, 336, 264, 192, 71, 158]
72 2876 [180, 266, 344, 106, 223, 293, 183, 330, 359, 227, 145, 220]
73 2576 [177, 98, 265, 139, 307, 289, 190, 157, 331, 138, 316, 169]
74 2649 [229, 161, 224, 101, 281, 357, 99, 304, 308, 150, 167, 268]
76 2495 [88, 250, 203, 155, 312, 226, 234, 339, 76, 135, 203, 274]
75 2983 [136, 289, 200, 212, 89, 325, 374, 350, 317, 266, 129, 296]
