2 2688 [137, 167, 204, 154, 269, 372, 155, 177, 317, 319, 248, 169]
6 2460 [128, 287, 260, 243, 158, 109, 152, 384, 136, 100, 245, 258]
5 3182 [143, 318, 241, 275, 227, 269, 339, 328, 231, 218, 337, 256]
4 2715 [269, 133, 287, 96, 362, 149, 141, 92, 374, 219, 337, 256]
3 3308 [337, 382, 85, 340, 257, 364, 264, 283, 81, 377, 348, 190]
1 2938 [166, 369, 149, 336, 90, 364, 246, 308, 241, 203, 321, 145]
8 3241 [175, 263, 226, 235, 105, 376, 381, 370, 240, 196, 322, 352]
9 2889 [385, 216, 247, 115, 352, 190, 341, 294, 110, 164, 325, 150]
7 2536 [106, 157, 343, 234, 269, 291, 87, 350, 96, 234, 109, 260]
11 2481 [106, 105, 106, 176, 191, 174, 355, 367, 336, 104, 176, 285]
12 2752 [232, 294, 117, 225, 210, 332, 137, 229, 376, 180, 83, 337]
13 3185 [320, 362, 291, 353, 139, 135, 94, 353, 357, 330, 345, 106]
20 3115 [293, 114, 377, 151, 374, 83, 354, 257, 249, 354, 360, 149]
10 2722 [173, 314, 360, 272, 252, 133, 364, 154, 112, 268, 204, 116]
18 2558 [367, 140, 144, 117, 273, 155, 285, 275, 260, 98, 351, 93]
15 3201 [257, 317, 295, 316, 150, 275, 178, 362, 200, 390, 114, 347]
16 2891 [304, 275, 209, 287, 222, 344, 209, 189, 101, 203, 349, 199]
17 3230 [327, 382, 350, 317, 202, 290, 206, 312, 236, 105, 223, 280]
23 2481 [178, 153, 96, 131, 235, 202, 224, 256, 320, 210, 293, 183]
21 2380 [221, 230, 219, 84, 142, 218, 318, 284, 151, 218, 194, 101]
14 3243 [203, 282, 323, 203, 342, 81, 362, 353, 352, 358, 226, 158]
22 2729 [333, 126, 373, 315, 131, 223, 230, 183, 163, 216, 134, 302]
19 3203 [107, 229, 168, 389, 162, 124, 370, 305, 340, 370, 317, 322]
24 3139 [159, 366, 314, 276, 352, 182, 198, 306, 193, 266, 276, 251]
25 3267 [202, 300, 380, 114, 335, 362, 256, 123, 245, 318, 357, 275]
26 2614 [207, 166, 365, 106, 191, 238, 184, 343, 288, 153, 245, 128]
27 2479 [93, 224, 157, 306, 222, 161, 192, 157, 382, 87, 281, 217]
32 2714 [209, 214, 136, 178, 253, 97, 315, 317, 296, 308, 240, 151]
31 2896 [299, 227, 283, 259, 259, 269, 306, 100, 248, 225, 163, 258]
28 2531 [165, 258, 339, 214, 255, 124, 228, 166, 120, 348, 181, 133]
29 2620 [305, 128, 364, 298, 113, 263, 109, 261, 255, 155, 241, 128]
